SAMPLE_ID,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),총 아미노산(mg),콜레스테롤(mg),총 포화 지방산(g),총 불포화지방산(g),트랜스 지방산(g),출처,발행기관
R001884-ZZ-AVG,"소고기, 한우(1등급), 갈비(본갈비), 생것",육류,100,g,312,54.9,16.94,25.61,0,0,0,"16,983",71.63,9.29,11.20,0.51,농진청('16),국립농업과학원
R001885-ZZ-AVG,"소고기, 한우(1등급), 갈비(안창살), 생것",육류,100,g,293,58.0,15.46,24.16,0,0,0,"14,791",67.07,9.79,9.71,0.47,농진청('16),국립농업과학원
R001886-ZZ-AVG,"소고기, 한우(1등급), 갈비(제비추리), 생것",육류,100,g,178,68.5,21.95,9.06,0,0,0,"21,074",61.75,3.04,3.38,0.15,농진청('16),국립농업과학원
R001887-ZZ-AVG,"소고기, 한우(1등급), 갈비(참갈비), 생것",육류,100,g,404,47.3,15.89,35.76,0,0,0,"15,056",77.06,10.93,15.02,0.70,농진청('16),국립농업과학원
R001888-ZZ-AVG,"소고기, 한우(1등급), 갈비(토시살), 생것",육류,100,g,271,60.2,19.63,20.02,0,0,0,"18,258",67.18,7.92,8.11,0.39,농진청('16),국립농업과학원
R001889-ZZ-AVG,"소고기, 한우(1등급), 등심, 생것",육류,100,g,309,56.3,18.60,24.45,0,0,0,"17,650",68.62,9.35,10.80,0.48,농진청('16),국립농업과학원
R001890-ZZ-AVG,"소고기, 한우(1등급), 등심(꽃등심살), 생것",육류,100,g,336,54.2,17.76,27.73,0,0,0,"16,857",69.79,11.16,12.28,0.55,농진청('16),국립농업과학원
R001891-ZZ-AVG,"소고기, 한우(1등급), 등심(살치살), 생것",육류,100,g,319,55.9,16.68,26.39,0,0,0,"15,935",72.27,8.89,10.93,0.44,농진청('16),국립농업과학원
R001892-ZZ-AVG,"소고기, 한우(1등급), 등심(아래등심살), 생것",육류,100,g,263,60.2,17.79,19.95,0,0,0,"16,668",61.14,7.07,8.23,0.35,농진청('16),국립농업과학원
R001893-ZZ-AVG,"소고기, 한우(1등급), 등심(윗등심살), 생것",육류,100,g,309,55.9,20.05,23.89,0,0,0,"19,088",70.38,9.36,11.00,0.50,농진청('16),국립농업과학원
R001894-ZZ-AVG,"소고기, 한우(1등급), 목심, 생것",육류,100,g,204,65.9,21.60,12.04,0,0,0,"20,341",69.50,4.23,5.75,0.24,농진청('16),국립농업과학원
R001895-ZZ-AVG,"소고기, 한우(1등급), 사태, 생것",육류,100,g,157,71.0,23.06,6.39,0,0,0,"21,594",61.79,2.21,3.32,0.11,농진청('16),국립농업과학원
R001896-ZZ-AVG,"소고기, 한우(1등급), 사태(뒷사태), 생것",육류,100,g,161,71.0,22.93,6.84,0,0,0,"21,470",63.66,2.13,3.35,0.11,농진청('16),국립농업과학원
R001897-ZZ-AVG,"소고기, 한우(1등급), 사태(뭉치사태), 생것",육류,100,g,147,71.3,24.04,4.86,0,0,0,"22,905",56.89,1.86,2.69,0.09,농진청('16),국립농업과학원
R001898-ZZ-AVG,"소고기, 한우(1등급), 사태(상박살), 생것",육류,100,g,185,68.7,21.38,10.06,0,0,0,"19,822",63.99,3.30,4.34,0.16,농진청('16),국립농업과학원
R001899-ZZ-AVG,"소고기, 한우(1등급), 사태(아롱사태), 생것",육류,100,g,237,62.3,21.47,15.55,0,0,0,"20,024",72.79,6.21,8.36,0.30,농진청('16),국립농업과학원
R001900-ZZ-AVG,"소고기, 한우(1등급), 사태(앞사태), 생것",육류,100,g,147,72.2,23.10,5.24,0,0,0,"21,447",61.00,1.93,2.98,0.10,농진청('16),국립농업과학원
R001901-ZZ-AVG,"소고기, 한우(1등급), 설도, 생것",육류,100,g,183,67.7,20.98,10.06,0,0,0,"19,827",65.19,3.89,5.32,0.20,농진청('16),국립농업과학원
R001902-ZZ-AVG,"소고기, 한우(1등급), 설도(도가니살), 생것",육류,100,g,163,70.1,20.37,8.14,0,0,0,"19,481",62.58,3.36,4.26,0.16,농진청('16),국립농업과학원
R001903-ZZ-AVG,"소고기, 한우(1등급), 설도(보섭살), 생것",육류,100,g,163,69.0,21.75,7.57,0,0,0,"20,472",62.31,3.28,3.79,0.16,농진청('16),국립농업과학원
R001904-ZZ-AVG,"소고기, 한우(1등급), 설도(삼각살), 생것",육류,100,g,225,64.4,21.01,14.52,0,0,0,"19,818",60.39,5.80,7.77,0.31,농진청('16),국립농업과학원
R001905-ZZ-AVG,"소고기, 한우(1등급), 설도(설깃머리살), 생것",육류,100,g,197,66.6,20.22,11.84,0,0,0,"19,663",65.62,3.88,5.59,0.21,농진청('16),국립농업과학원
R001906-ZZ-AVG,"소고기, 한우(1등급), 설도(설깃살), 생것",육류,100,g,204,65.8,21.09,12.22,0,0,0,"19,636",70.60,4.45,6.90,0.24,농진청('16),국립농업과학원
R001907-ZZ-AVG,"소고기, 한우(1등급), 안심, 생것",육류,100,g,205,66.6,19.17,13.14,0,0,0,"17,827",57.81,5.42,5.49,0.28,농진청('16),국립농업과학원
R001908-ZZ-AVG,"소고기, 한우(1등급), 앞다리, 생것",육류,100,g,188,66.9,21.15,10.49,0,0,0,"19,912",62.70,4.20,5.25,0.22,농진청('16),국립농업과학원
R001909-ZZ-AVG,"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",육류,100,g,187,66.9,20.39,10.73,0,0,0,"19,649",57.61,3.93,5.28,0.21,농진청('16),국립농업과학원
R001910-ZZ-AVG,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",육류,100,g,157,70.3,20.61,7.43,0,0,0,"19,881",62.46,3.07,3.88,0.15,농진청('16),국립농업과학원
R001911-ZZ-AVG,"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",육류,100,g,150,70.3,21.39,6.34,0,0,0,"19,972",54.91,2.74,3.19,0.13,농진청('16),국립농업과학원
R001912-ZZ-AVG,"소고기, 한우(1등급), 앞다리(부채살), 생것",육류,100,g,253,60.2,20.70,17.64,0,0,0,"19,171",69.05,6.69,8.27,0.34,농진청('16),국립농업과학원
R001913-ZZ-AVG,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",육류,100,g,179,67.8,21.53,9.38,0,0,0,"20,226",62.80,3.89,4.86,0.21,농진청('16),국립농업과학원
R001914-ZZ-AVG,"소고기, 한우(1등급), 양지, 생것",육류,100,g,248,62.3,20.21,17.27,0,0,0,"19,587",67.23,5.66,8.83,0.31,농진청('16),국립농업과학원
R001915-ZZ-AVG,"소고기, 한우(1등급), 양지(앞치마살), 생것",육류,100,g,292,59.0,18.69,22.65,0,0,0,"17,790",63.48,7.28,9.41,0.38,농진청('16),국립농업과학원
R001916-ZZ-AVG,"소고기, 한우(1등급), 양지(양지머리), 생것",육류,100,g,198,67.2,21.16,11.55,0,0,0,"20,229",61.59,3.90,5.92,0.20,농진청('16),국립농업과학원
R001917-ZZ-AVG,"소고기, 한우(1등급), 양지(업진살), 생것",육류,100,g,291,57.6,19.34,22.22,0,0,0,"19,018",71.70,6.59,10.10,0.37,농진청('16),국립농업과학원
R001918-ZZ-AVG,"소고기, 한우(1등급), 양지(업진안살), 생것",육류,100,g,269,61.1,17.76,20.62,0,0,0,"17,039",67.93,6.90,8.12,0.33,농진청('16),국립농업과학원
R001919-ZZ-AVG,"소고기, 한우(1등급), 양지(차돌박이), 생것",육류,100,g,408,47.4,16.45,35.94,0,0,0,"15,887",90.45,12.18,21.46,0.69,농진청('16),국립농업과학원
R001920-ZZ-AVG,"소고기, 한우(1등급), 양지(치마살), 생것",육류,100,g,216,64.1,20.43,13.75,0,0,0,"19,924",62.09,4.96,7.87,0.32,농진청('16),국립농업과학원
R001921-ZZ-AVG,"소고기, 한우(1등급), 양지(치마양지), 생것",육류,100,g,193,67.5,22.27,10.57,0,0,0,"21,840",61.08,3.51,5.22,0.19,농진청('16),국립농업과학원
R001922-ZZ-AVG,"소고기, 한우(1등급), 우둔, 생것",육류,100,g,162,69.5,23.00,6.92,0,0,0,"21,663",57.09,2.88,3.62,0.14,농진청('16),국립농업과학원
R001923-ZZ-AVG,"소고기, 한우(1등급), 우둔(우둔살), 생것",육류,100,g,166,69.0,23.08,7.29,0,0,0,"21,662",58.34,3.05,3.81,0.14,농진청('16),국립농업과학원
R001924-ZZ-AVG,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",육류,100,g,146,71.4,22.66,5.38,0,0,0,"21,670",51.94,2.20,2.84,0.11,농진청('16),국립농업과학원
R001925-ZZ-AVG,"소고기, 한우(1등급), 채끝, 생것",육류,100,g,230,63.4,17.59,16.51,0,0,0,"17,138",60.41,6.22,7.65,0.30,농진청('16),국립농업과학원
R001926-ZZ-AVG,"소고기, 한우(2등급), 살코기, 생것",육류,100,g,214,65.1,19.99,13.78,0,0,0,"16,564",54.44,4.44,5.94,0.29,대푯값,국립농업과학원
R001927-ZZ-AVG,"소고기, 한우(2등급), 갈비, 생것",육류,100,g,306,60.0,18.02,24.41,0,0,0,"15,486",65.72,7.53,9.63,0.50,농진청('20),국립농업과학원
R001928-ZZ-AVG,"소고기, 한우(2등급), 갈비(꽃갈비), 생것",육류,100,g,313,56.6,17.35,25.48,0,0,0,"14,513",66.17,7.28,9.88,0.47,농진청('20),국립농업과학원
R001929-ZZ-AVG,"소고기, 한우(2등급), 갈비(본갈비), 생것",육류,100,g,310,57.1,16.65,25.50,0,0,0,"14,814",61.06,7.73,9.37,0.50,농진청('20),국립농업과학원
R001930-ZZ-AVG,"소고기, 한우(2등급), 갈비(안창살), 생것",육류,100,g,238,64.0,16.63,17.79,0,0,0,"14,803",57.31,6.33,6.38,0.32,농진청('20),국립농업과학원
R001931-ZZ-AVG,"소고기, 한우(2등급), 갈비(제비추리), 생것",육류,100,g,172,68.9,21.53,8.58,0,0,0,"18,885",50.82,2.93,3.35,0.17,농진청('20),국립농업과학원
R001932-ZZ-AVG,"소고기, 한우(2등급), 갈비(참갈비), 생것",육류,100,g,291,57.9,17.73,22.98,0,0,0,"15,194",64.98,7.59,10.03,0.54,농진청('20),국립농업과학원
R001933-ZZ-AVG,"소고기, 한우(2등급), 갈비(토시살), 생것",육류,100,g,260,61.4,18.25,19.42,0,0,0,"15,467",61.30,6.34,6.38,0.36,농진청('20),국립농업과학원
R001934-ZZ-AVG,"소고기, 한우(2등급), 등심, 생것",육류,100,g,275,59.0,18.25,21.06,0,0,0,"15,978",56.06,7.25,8.74,0.47,농진청('20),국립농업과학원
R001935-ZZ-AVG,"소고기, 한우(2등급), 등심(꽃등심살), 생것",육류,100,g,301,56.1,17.12,24.34,0,0,0,"15,856",56.42,8.77,10.04,0.56,농진청('20),국립농업과학원
R001936-ZZ-AVG,"소고기, 한우(2등급), 등심(살치살), 생것",육류,100,g,274,58.6,17.19,21.44,0,0,0,"13,856",62.97,6.62,8.61,0.38,농진청('20),국립농업과학원
R001937-ZZ-AVG,"소고기, 한우(2등급), 등심(아래등심살), 생것",육류,100,g,246,60.9,20.04,17.21,0,0,0,"17,935",53.46,6.03,7.05,0.37,농진청('20),국립농업과학원
R001938-ZZ-AVG,"소고기, 한우(2등급), 등심(윗등심살), 생것",육류,100,g,272,60.2,18.43,20.63,0,0,0,"15,711",55.18,7.01,8.72,0.49,농진청('20),국립농업과학원
R001939-ZZ-AVG,"소고기, 한우(2등급), 목심, 생것",육류,100,g,194,67.1,20.17,11.60,0,0,0,"16,844",60.17,3.75,4.84,0.24,농진청('20),국립농업과학원
R001940-ZZ-AVG,"소고기, 한우(2등급), 사태, 생것",육류,100,g,155,70.9,21.77,6.73,0,0,0,"19,064",52.31,2.01,3.20,0.13,농진청('20),국립농업과학원
R001941-ZZ-AVG,"소고기, 한우(2등급), 사태(뒷사태), 생것",육류,100,g,158,70.5,21.75,7.06,0,0,0,"19,310",48.84,2.01,3.26,0.13,농진청('20),국립농업과학원
R001942-ZZ-AVG,"소고기, 한우(2등급), 사태(뭉치사태), 생것",육류,100,g,145,70.4,23.25,5.00,0,0,0,"20,097",54.00,1.50,2.27,0.09,농진청('20),국립농업과학원
R001943-ZZ-AVG,"소고기, 한우(2등급), 사태(상박살), 생것",육류,100,g,174,68.8,21.05,9.09,0,0,0,"17,275",53.30,3.03,4.19,0.18,농진청('20),국립농업과학원
R001944-ZZ-AVG,"소고기, 한우(2등급), 사태(아롱사태), 생것",육류,100,g,221,63.2,21.77,13.69,0,0,0,"18,427",58.04,3.95,5.85,0.22,농진청('20),국립농업과학원
R001945-ZZ-AVG,"소고기, 한우(2등급), 사태(앞사태), 생것",육류,100,g,148,72.7,21.08,6.28,0,0,0,"18,566",54.66,1.93,3.24,0.13,농진청('20),국립농업과학원
R001946-ZZ-AVG,"소고기, 한우(2등급), 설도, 생것",육류,100,g,173,68.5,21.17,8.85,0,0,0,"17,099",54.72,2.86,3.84,0.17,농진청('20),국립농업과학원
R001947-ZZ-AVG,"소고기, 한우(2등급), 설도(도가니살), 생것",육류,100,g,168,69.1,21.56,8.20,0,0,0,"16,061",50.59,2.89,3.36,0.17,농진청('20),국립농업과학원
R001948-ZZ-AVG,"소고기, 한우(2등급), 설도(보섭살), 생것",육류,100,g,168,68.2,21.26,8.33,0,0,0,"17,395",60.06,3.29,4.09,0.21,농진청('20),국립농업과학원
R001949-ZZ-AVG,"소고기, 한우(2등급), 설도(삼각살), 생것",육류,100,g,202,65.3,20.36,12.31,0,0,0,"15,536",55.32,3.68,5.18,0.24,농진청('20),국립농업과학원
R001950-ZZ-AVG,"소고기, 한우(2등급), 설도(설깃머리살), 생것",육류,100,g,200,66.8,19.72,12.36,0,0,0,"14,549",56.89,3.68,5.41,0.22,농진청('20),국립농업과학원
R001951-ZZ-AVG,"소고기, 한우(2등급), 설도(설깃살), 생것",육류,100,g,165,69.4,21.43,7.95,0,0,0,"18,900",52.89,2.04,3.25,0.12,농진청('20),국립농업과학원
R001952-ZZ-AVG,"소고기, 한우(2등급), 안심, 생것",육류,100,g,207,65.1,19.84,13.11,0,0,0,"15,539",56.79,4.66,4.72,0.29,농진청('20),국립농업과학원
R001953-ZZ-AVG,"소고기, 한우(2등급), 앞다리, 생것",육류,100,g,174,69.1,21.11,9.07,0,0,0,"16,726",53.81,3.24,4.24,0.19,농진청('20),국립농업과학원
R001954-ZZ-AVG,"소고기, 한우(2등급), 앞다리(갈비덧살), 생것",육류,100,g,174,68.4,20.60,9.30,0,0,0,"16,791",54.62,2.83,3.98,0.18,농진청('20),국립농업과학원
R001955-ZZ-AVG,"소고기, 한우(2등급), 앞다리(꾸리살), 생것",육류,100,g,163,70.9,20.57,8.07,0,0,0,"17,277",56.11,2.48,3.30,0.15,농진청('20),국립농업과학원
R001956-ZZ-AVG,"소고기, 한우(2등급), 앞다리(부채덮개살), 생것",육류,100,g,156,70.7,22.84,6.36,0,0,0,"19,118",51.29,2.06,2.53,0.12,농진청('20),국립농업과학원
R001957-ZZ-AVG,"소고기, 한우(2등급), 앞다리(부채살), 생것",육류,100,g,219,64.5,19.93,14.36,0,0,0,"15,746",59.63,4.83,6.06,0.29,농진청('20),국립농업과학원
R001958-ZZ-AVG,"소고기, 한우(2등급), 앞다리(앞다리살), 생것",육류,100,g,164,70.2,21.44,7.85,0,0,0,"16,483",51.45,3.14,4.17,0.18,농진청('20),국립농업과학원
R001959-ZZ-AVG,"소고기, 한우(2등급), 양지, 생것",육류,100,g,232,63.8,19.37,15.99,0,0,0,"15,757",50.81,4.76,7.41,0.32,농진청('20),국립농업과학원
R001960-ZZ-AVG,"소고기, 한우(2등급), 양지(앞치마살), 생것",육류,100,g,254,61.4,18.31,18.74,0,0,0,"15,175",52.95,6.48,8.89,0.40,농진청('20),국립농업과학원
R001961-ZZ-AVG,"소고기, 한우(2등급), 양지(양지머리), 생것",육류,100,g,198,67.6,20.35,11.91,0,0,0,"16,956",46.21,3.36,5.34,0.23,농진청('20),국립농업과학원
R001962-ZZ-AVG,"소고기, 한우(2등급), 양지(업진살), 생것",육류,100,g,298,57.6,17.43,23.86,0,0,0,"14,342",60.12,6.75,10.82,0.46,농진청('20),국립농업과학원
R001963-ZZ-AVG,"소고기, 한우(2등급), 양지(업진안살), 생것",육류,100,g,224,64.4,18.69,15.38,0,0,0,"15,448",51.69,5.64,6.67,0.29,농진청('20),국립농업과학원
R001964-ZZ-AVG,"소고기, 한우(2등급), 양지(차돌박이), 생것",육류,100,g,326,54.9,16.06,27.39,0,0,0,"12,657",58.66,7.19,12.30,0.58,농진청('20),국립농업과학원
R001965-ZZ-AVG,"소고기, 한우(2등급), 양지(치마살), 생것",육류,100,g,206,66.5,19.05,13.32,0,0,0,"16,780",46.74,4.26,5.27,0.23,농진청('20),국립농업과학원
R001966-ZZ-AVG,"소고기, 한우(2등급), 양지(치마양지), 생것",육류,100,g,182,67.8,21.82,9.52,0,0,0,"16,742",46.26,3.48,5.38,0.21,농진청('20),국립농업과학원
R001967-ZZ-AVG,"소고기, 한우(2등급), 우둔, 생것",육류,100,g,153,70.4,22.18,6.33,0,0,0,"18,759",47.20,1.98,2.54,0.12,농진청('20),국립농업과학원
R001968-ZZ-AVG,"소고기, 한우(2등급), 우둔(우둔살), 생것",육류,100,g,157,69.9,22.14,6.73,0,0,0,"19,026",47.60,2.06,2.61,0.12,농진청('20),국립농업과학원
R001969-ZZ-AVG,"소고기, 한우(2등급), 우둔(홍두깨살), 생것",육류,100,g,138,72.1,22.35,4.69,0,0,0,"17,667",45.57,1.64,2.27,0.10,농진청('20),국립농업과학원
R001970-ZZ-AVG,"소고기, 한우(2등급), 채끝, 생것",육류,100,g,245,61.8,20.35,16.90,0,0,0,"14,544",49.70,6.15,7.97,0.39,농진청('20),국립농업과학원
R001971-ZZ-AVG,"소고기, 한우(3등급), 등심, 생것",육류,100,g,117,74.6,21.3,2.9,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001972-ZZ-AVG,"소고기, 한우(3등급), 목심, 생것",육류,100,g,102,75.9,21.4,1.2,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001973-ZZ-AVG,"소고기, 한우(3등급), 설도(보섭살), 생것",육류,100,g,108,74.8,22.2,1.5,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001974-ZZ-AVG,"소고기, 한우(3등급), 설도(설깃살), 생것",육류,100,g,103,75.4,22.2,1.0,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001975-ZZ-AVG,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",육류,100,g,102,75.8,21.5,1.2,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001976-ZZ-AVG,"소고기, 한우(3등급), 우둔(우둔살), 생것",육류,100,g,107,75.0,22.8,1.1,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001977-ZZ-AVG,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",육류,100,g,104,75.4,22.5,1.0,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001978-ZZ-AVG,"소고기, 한우(3등급), 양지(양지머리), 생것",육류,100,g,104,75.8,21.4,1.5,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001979-ZZ-AVG,"소고기, 한우(3등급), 양지(업진살), 생것",육류,100,g,111,74.8,21.7,2.1,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001980-ZZ-AVG,"소고기, 한우(3등급), 채끝, 생것",육류,100,g,113,74.4,22.4,2.0,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R001981-ZZ-AVG,"소 부산물, 간, 생것",육류,100,g,135,70.81,20.36,3.63,3.89,0,0,"20,289",275,1.233,0.944,0.170,USDA('18),국립농업과학원
R001982-ZZ-AVG,"소 부산물, 간, 삶은것",육류,100,g,191,58.81,29.08,5.26,5.13,0,0,"28,363",396,2.947,2.233,0.365,USDA('18),국립농업과학원
R001983-ZZ-AVG,"소 부산물, 간, 구운것(팬)",육류,100,g,175,62.01,26.52,4.68,5.16,0,0,"25,864",381,2.530,2.127,0.335,USDA('18),국립농업과학원
R001984-ZZ-AVG,"소 부산물, 골, 생것",육류,100,g,123,79.5,9.3,8.2,1.7,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001985-ZZ-AVG,"소 부산물, 꼬리, 생것",육류,100,g,252,62.7,17.4,19.0,0,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001986-ZZ-AVG,"소 부산물, 선지(피), 생것",육류,100,g,51,85.3,10.1,0,2.2,-,-,-,-,-,-,-,농진청('04),국립농업과학원
R001987-ZZ-AVG,"소 부산물, 소장(곱창), 생것",육류,100,g,145,79.2,9.0,11.3,0.1,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001988-ZZ-AVG,"소 부산물, 신장, 생것",육류,100,g,99,77.89,17.40,3.09,0.29,0,0,-,411,0.868,1.131,0.100,USDA('18),국립농업과학원
R001989-ZZ-AVG,"소 부산물, 신장, 삶은것",육류,100,g,158,66.88,27.27,4.65,0,0,0,-,716,1.439,2.098,0.270,USDA('18),국립농업과학원
R001990-ZZ-AVG,"소 부산물, 심장, 생것",육류,100,g,112,77.11,17.72,3.94,0.14,0,0,-,124,1.383,1.683,0.180,USDA('18),국립농업과학원
R001991-ZZ-AVG,"소 부산물, 심장, 삶은것",육류,100,g,165,65.67,28.48,4.73,0.15,0,0,-,212,1.404,1.996,0.160,USDA('18),국립농업과학원
R001992-ZZ-AVG,"소 부산물, 양(위), 생것",육류,100,g,61,87.7,9.9,2.0,0.1,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001993-ZZ-AVG,"소 부산물, 양(위), 삶은것",육류,100,g,166,66.6,24.5,8.4,0,-,0,"-22,710",240,2.73,3.86,-,JAPAN('20),국립농업과학원
R001994-ZZ-AVG,"소 부산물, 천엽, 생것",육류,100,g,57,86.6,11.7,1.3,0,-,0,"-10,740",120,0.38,0.51,-,JAPAN('20),국립농업과학원
R001995-ZZ-AVG,"소 부산물, 허파, 생것",육류,100,g,92,79.38,16.20,2.50,0,-,0,"14,641",242,0.860,0.980,-,USDA('18),국립농업과학원
R001996-ZZ-AVG,"소 부산물, 허파, 삶은것",육류,100,g,120,76.40,20.40,3.70,0,-,0,"18,439",277,1.270,1.460,-,USDA('18),국립농업과학원
R001997-ZZ-AVG,"소 부산물, 혀, 생것",육류,100,g,191,71.8,13.0,14.5,0,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001998-ZZ-AVG,"소고기, 육포",육류,100,g,351,15.2,49.0,8.2,20.2,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R001999-ZZ-AVG,"소불고기, 생것",육류,100,g,133,74.7,11.5,7.8,4.3,-,-,-,-,-,-,-,식약처('96),국립농업과학원
R002000-ZZ-AVG,양지국물,육류,100,g,4,98.8,1.0,0,0,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R002001-ZZ-AVG,"우족국물, 중량3배물",육류,100,g,2,99.6,0.3,0.1,0,-,-,-,-,-,-,-,농진청('11),국립농업과학원
R002002-ZZ-AVG,잡뼈국물,육류,100,g,28,94.5,4.3,1.0,0,-,-,-,-,-,-,-,농진청('03),국립농업과학원
R002003-ZZ-AVG,"송아지고기, 수입산, 갈비, 생것",육류,100,g,162,71.15,18.86,9.01,0,-,0,"18,043",82,3.710,4.060,-,USDA('18),국립농업과학원
R002004-ZZ-AVG,"송아지고기, 수입산, 갈비, 삶은것",육류,100,g,251,53.33,32.43,12.53,0,0,0,"31,034",139,4.950,5.590,-,USDA('18),국립농업과학원
R002005-ZZ-AVG,"송아지고기, 수입산, 갈비, 구운것",육류,100,g,228,59.91,23.96,13.96,0,-,0,"22,925",110,5.410,6.390,-,USDA('18),국립농업과학원
R002006-ZZ-AVG,"송아지고기, 수입산, 등심, 생것",육류,100,g,177,69.44,20.07,10.07,0.07,0,0,"19,201",59,3.607,5.212,0.413,USDA('18),국립농업과학원
R002007-ZZ-AVG,"송아지고기, 수입산, 등심, 삶은것",육류,100,g,284,52.02,30.19,17.21,0,0,0,"28,882",118,6.730,7.890,-,USDA('18),국립농업과학원
R002008-ZZ-AVG,"송아지고기, 수입산, 등심, 구운것",육류,100,g,217,60.73,24.80,12.32,0,0,0,"23,731",103,5.260,5.590,-,USDA('18),국립농업과학원
